search_term,title,abstract,pmid
"""symbiosis"" AND ""gene""",Identification of a Sinorhizobium meliloti YbgC-like thioesterase that contributes to the production of the infochemical 2-tridecanone.,"Sinorhizobium meliloti is a soil bacterium that can establish beneficial symbiosis with legume plants. The fadD gene encodes a long-chain fatty acyl-coenzyme A (CoA) synthetase. Inactivation of FadD in S. meliloti leads to a pleiotropic phenotype, including the overproduction of several volatile methylketones (MKs). One of them, 2-tridecanone (2-TDC), was found to act as an infochemical that affects important bacterial traits and hampers plant-bacteria interactions. Knowledge about bacterial genes involved in MK production is limited. In wild tomato species, MK synthesis requires intermediates of fatty acid biosynthesis and the activity of the methylketone synthase 2 (MKS2), a thioesterase belonging to the hotdog-fold family. In this study, we have identified SMc03960, a conserved hypothetical protein with homology to bacterial YbgC-like thioesterases, as an ortholog of MKS2 in S. meliloti. Heterologous expression of smc03960 in Escherichia coli results in the formation of several MKs, including 2-TDC, and causes the accumulation of free fatty acids. Purified His-SMc03960 showed thioesterase activity for different acyl groups linked either to acyl carrier protein (ACP) or to CoA with preference for C14-long substrates. Moreover, formation of 2-TDC in vitro was achieved by using His-SMc03960 and 3-oxo-myristoyl-ACP. Although deletion of smc03960 in the wild type or in the fadD mutant does not significantly alter the amount of MKs released by S. meliloti, overexpression of the gene results in increased production of 2-TDC in these two strains. Overall, our data demonstrate that SMc03960 is an acyl-ACP/acyl-CoA thioesterase with broad substrate specificity that contributes to 2-TDC formation.",40938124
"""symbiosis"" AND ""gene""",The effect of arbuscular mycorrhizal fungi on the growth of wheat seedlings with contrasting phosphorus use efficiencies under low phosphorus stress.,"Arbuscular mycorrhizal fungi (AMF) can stimulate root development in plants and enhance their ability to adapt to stress conditions. This study investigated the effects of arbuscular mycorrhizal fungi (AMF) inoculation on the growth, hormone dynamics, and phosphorus (P) metabolism of two wheat cultivars with differing phosphorus utilization efficiencies under both normal and low phosphorus concentration conditions. The research focused on the symbiotic interaction between AMF and these wheat varieties to elucidate their responses to varying phosphorus availability. The experiment showed that phosphorus inefficient wheat SW14 inoculated with AMF for 30 days under low phosphorus stress showed significant enhancement in plant height, biomass, leaf width, stem thickness, root surface area, and vegetative phosphorus content, while total root length and primary root length were reduced, This change in root length was attributed to the fact that the root system undergoes elongation and growth to adapt to the adversity under low phosphorus stress in crops, and inoculation with AMF effectively alleviated the extent of this low phosphorus stress. while IAA, SL, cellulose and lignin hormone levels and APC enzyme activities were significantly elevated, and stem structure was significantly optimized; whereas, the phosphorus-efficient variety, SW2, did not show significant improvement due to its own unique tolerance to low phosphorus stress (Table2). Transcriptomic profiling identified 2,500 differentially expressed genes (DEGs: 983/1,517), enriched in ABC transporters (ko02010), Plant hormone signal transduction (ko04075), and MAPK signaling pathway - plant (ko04016), Cutin, suberin and wax biosynthesis(ko00073). WGCNA further resolved that AMF responded to low phosphorus stress by up-regulating the expression of cellulose, lignin, APC synthesis, and IAA/SL-related genes in SW14, with the most relevant phenotypes shown to correlate to primary root length, total root length, root dry weight and stem diameter. AMF inoculation significantly enhanced growth and dry matter accumulation in the low-phosphorus-use-efficiency wheat variety SW14 under phosphorus-deficient stress. This treatment concurrently stimulated IAA, SL, and APC activities, resulting in increased phosphorus uptake/accumulation, notable accumulation of cellulose and lignin, and consequently significantly improved stem strength. Although AMF inoculation improved growth in the high-phosphorus-use-efficiency wheat variety SW2, these enhancements failed to reach statistical significance.",40936089
"""symbiosis"" AND ""gene""",Detection of Wolbachia in Natural Populations of Ceratitis capitata (Wiedemann) (Diptera: Tephritidae) Infesting Argan Fruits in Morocco.,"The argan tree (Argania spinosa L. Skeels), native to the sub-Saharan region of Morocco, is an endangered agroforestry species renowned for producing one of the world's most expensive and sought-after oils. However, this valuable resource is threatened by the Mediterranean fruit fly (Ceratitis capitata (Wied.)), an invasive pest worldwide. Like other dipteran insects, C. capitata has developed mutualistic interactions with prokaryotic endosymbionts, including Wolbachia, a facultative intracellular bacterium that could play a role in the biology of this pest. Between 2022 and 2024, a field survey was conducted in the argan forests of Agadir, southern Morocco, to detect Wolbachia in natural populations of C. capitata and investigate its potential impact on this pest. A total of eighteen wild type specimens were captured to investigate the endosymbionts of this insect pest. Detection of Wolbachia was carried out by PCR using a primer pair targeting a specific fragment within the cox gene. Amplicons of the expected size were sequenced in both directions, and one sequence was deposited in the GenBank under accession Number PQ285444. Phylogenetic analysis showed that the obtained sequence belongs to the monophyletic clade of the Wolbachia B supergroup, known to infect a variety of insect species. To the best of our knowledge, this is the first report of the bacterium being detected and characterized in natural populations of the Mediterranean fruit fly infesting argan fruits in the country. These findings open new perspectives for integrated biological control strategies, offering a sustainable alternative to chemical insecticides for managing this insect pest species in Morocco.",40931264
"""symbiosis"" AND ""gene""",Horizontal Gene Transfer and Recombination in Cyanobacteriota.,"Cyanobacteria played a pivotal role in shaping Earth's early history and today are key players in many ecosystems. As versatile and ubiquitous phototrophs, they are used as models for oxygenic photosynthesis, nitrogen fixation, circadian rhythms, symbiosis, and adaptations to harsh environments. Cyanobacterial genomes and metagenomes exhibit high levels of genomic diversity partly driven by gene flow within and across species. Processes such as recombination and horizontal transfer of novel genes are facilitated by the mobilome that includes plasmids, transposable elements, and bacteriophages. We review these processes in the context of molecular mechanisms of gene transfer, barriers to gene flow, selection for novel traits, and auxiliary metabolic genes. Additionally, Cyanobacteriota are unique because ancient evolutionary innovations, such as oxygenic photosynthesis, can be corroborated with fossil and biogeochemical records. At the same time, sequencing of extant natural populations allows the tracking of recombination events and gene flow over much shorter timescales. Here, we review the challenges of assessing the impact of gene flow across the whole range of evolutionary timescales. Understanding the tempo and constraints to gene flow in Cyanobacteriota can help decipher the timing of key functional innovations, analyze adaptation to local environments, and design Cyanobacteriota for robust use in biotechnology.",40929513
"""symbiosis"" AND ""gene""",Engineering and Functional Expression of the Type III Secretion System in <i>Xenorhabdus</i>: Enhancing Insecticidal Efficacy and Expanding T3SE Libraries.,"Entomopathogenic nematode symbiotic bacteria (EPNB) enhance nematode insecticidal capacity through symbiosis. This study cloned the complete 32-kb type III secretion system (T3SS) gene cluster from <i>Photorhabdus luminescens</i> TT01 using Red/ET recombineering and functionally expressed it in T3SS-deficient <i>Xenorhabdus stockiae</i> HN_xs01. Heterologous T3SS expression significantly enhanced HN_xs01 adhesion and invasion capabilities in CF-203 cells. In <i>Helicoverpa armigera</i> models, the engineered strain induced severe intestinal damage by suppressing antimicrobial peptide expression and demonstrated improved colonization and biocontrol efficacy (LC<sub>50</sub> decreased by 3.7-fold). Crucially, the TT01 derived T3SS mediated delivery of XopAa novel effector exhibiting YopJ-family homology and characteristic T3SS effector featuresinto host cells. These findings establish the synthetic biology-driven potential of T3SS and its effectors for biological control applications while providing a mechanistic framework for future research.",40928961
"""symbiosis"" AND ""gene""",Ectomycorrhizal symbiosis with Tuber spp. Enhances host performances in Pinus and Carya and induces host-specific patterns in defense-related regulation in the leaf transcriptomes.,"Ectomycorrhizal fungi (EMF) colonize roots to establish symbiotic associations with plants. Sporocarps of the EMF Tuber spp. are considered as a delicacy in numerous countries and is a kind of EMF of great economic and social importance. Elucidating host responses to Tuber colonization would facilitate the exploration of symbiotic interactions and contribute to truffle cultivation. Tuber indicum and T. panzhihuanense, two primary commercial truffle species in China, were selected to colonize Pinus armandii and Carya illinoinensis in a two-and-a-half-year symbiosis experiment. Host performances, including growth, nutrient uptake, and physiological characteristics, were dynamically monitored. The molecular response of host leaf to Tuber symbiosis was further analyzed using RNA-seq.Tuber indicum and T. panzhihuanense exhibited superior colonization of P. armandii compared to that of C. illinoinensis. Both Tuber species enhanced the performance of the two hosts by increasing their height, stem circumference, and biomass. Phosphorus levels and activities of peroxidase and catalase in hosts were observed to increase during Tuber symbiosis. The results confirmed that Tuber colonization led to significant alterations in leaf transcriptomic profiles of the two trees. Tuber indicum and T. panzhihuanense both elicited defense-related regulation in host leaves, such as secondary metabolism, cell wall biogenesis, plant hormone signal transduction, and plant-pathogen interaction, with distinct patterns in P. armandii and C. illinoinensis. Our study provides an evaluation of host performance during truffle symbiosis and highlights the diverse patterns of Tuber-induced systematic defense regulation in hosts, offering insights into the specific symbiotic traits of Tuber-host pairs.",40928528
"""symbiosis"" AND ""gene""",Diversity and spread of cytoplasmic incompatibility genes among maternally inherited symbionts.,"Cytoplasmic Incompatibility (CI) causes embryonic lethality in arthropods, resulting in a significant reduction in reproductive success. In most cases, this reproductive failure is driven by Wolbachia endosymbionts through their cifA-cifB gene pair, whose products disrupts arthropod DNA replication during embryogenesis. While a cif pair has been considered a hallmark of Wolbachia, its presence and functional significance in other bacterial lineages remains poorly investigated. Here, we conducted a comprehensive survey of 762 genomes spanning non-Wolbachia endosymbionts and their close relatives, revealing that the cif pair is far more widespread than previously recognized. We identified cif loci in 8.4% of the surveyed genomes, with a striking incidence of 17.4% in facultative symbionts. Beyond Wolbachia, cif pair occurs across eight bacterial genera spanning -Proteobacteria, -Proteobacteria, Mollicutes, and Bacteroidota. Notably, cif pair has been identified in several intracellular pathogens of mammals showing high rate of transovarial transmission in their arthropod hosts, suggesting a potential role of cif pair and CI in vector-borne disease dynamics. Structural analyses further reveal that the PD(D/E)-XK nucleases and AAA-ATPase-like motifs are consistently conserved across cif pairs in all bacterial taxa. Moreover, cif pairs are frequently integrated within diverse mobile genetic elements, from transposons to large intact WO prophages in Wolbachia and RAGEs in Rickettsiaceae. Phylogenetic analyses reveal recent and potentially ongoing horizontal transfers of cif pair between distantly related bacterial lineages, a process potentially facilitated by mobile genetic elements. Indeed, the PDDEXK2 transposase exhibits a phylogenetic pattern consistent with the co-transmission of cif genes, suggesting that it may facilitate horizontal transfers of cif across bacterial lineages. Furthermore, the detection of endosymbionts harboring cif pair in arthropod groups where Wolbachia is scarce, such as ticks, suggests that CI may be more widespread than previously known, with significant implications for arthropod symbiosis, reproductive manipulation, and future biocontrol strategies.",40924749
"""symbiosis"" AND ""gene""",Convergent evolution of <i>NFP</i>-facilitated root nodule symbiosis.,"The origin and phylogenetic distribution of symbiotic associations between nodulating angiosperms and nitrogen-fixing bacteria have long intrigued biologists. Recent comparative evolutionary analyses have yielded alternative hypotheses: a multistep pathway of independent gains and losses of root nodule symbiosis vs. a single gain followed by numerous losses. A detailed reconstruction of the history of genes involved in signaling between nitrogen-fixing bacteria and potential hosts, particularly lipo-chitooligosaccharide (LCO) signaling, is needed to distinguish between these hypotheses. LCO recognition by plants involves the Nod Factor Perception (<i>NFP</i>) gene family; in the legume model <i>Medicago truncatula</i> (Fabales), <i>MtNFP</i> is essential for establishing rhizobial symbiosis. Here, we document convergent evolution of <i>NFP</i>, indicating multiple origins of LCO-driven symbiosis. In contrast to previous models that explain the recruitment of <i>NFP</i> via a single duplication in the ancestor of the nitrogen-fixing clade, our phylogenomic and synteny results suggest this duplication does not span the entire clade. Tandem duplication in a common ancestor of Cucurbitales and Rosales resulted in the <i>NFP1</i> and <i>NFP2</i> groups. In contrast, the phylogenetically closest paralog of <i>MtNFP</i> is <i>MtLYR1</i>, located on a different chromosome within a large syntenic block. All available data indicate that a large-scale duplication resulted in <i>MtNFP</i> and <i>MtLYR1</i>, likely corresponding to a whole-genome duplication in an ancestor of subfamily Papilionoideae of Fabaceae. We show that <i>MtNFP</i> and the <i>NFP2</i>-like group are not orthologous, indicating multiple independent gains of <i>NFP</i>-based LCO signaling. This molecular convergence provides a possible mechanism for multiple gains of root nodule symbiosis across the nitrogen-fixing clade.",40924454
"""symbiosis"" AND ""gene""",Targeted Genome Editing of the ACC Deaminase Gene in Bradyrhizobium: Toward Enhanced Plant Growth and Stress Tolerance.,"Ensuring sufficient crop yields in an era of rapid population growth and limited arable land requires innovative strategies to enhance plant resilience and sustain, or even improve, growth and productivity despite environmental stress. Besides symbiotic nitrogen fixation, rhizobia may play a central role in sustainable agriculture by alleviating the detrimental effects of ethylene-a key stress hormone in plants-especially under conditions like drought through the deamination of 1-aminocyclopropane-1-carboxylic acid (ACC). In this study, we focused on genetically engineering a new Bradyrhizobium sp. isolate (Strain 9) from peanut root nodules to enhance its ACC deaminase activity. First, we developed a sacB-based genome-engineering tool and used it to knock out the ACC deaminase gene (acdS), confirming that its disruption severely diminished the strain's capacity to degrade ACC. Subsequently, we constructed an acdS-overexpressing strain by integrating a strong promoter and an optimized ribosome binding site upstream of acdS, achieving a five-fold increase in ACC deaminase activity relative to the wild-type. Peanut inoculation experiments demonstrated that both the acdS knockout and overexpression mutants effectively nodulated roots without impairing plant growth and nitrogen fixation, indicating that these modifications did not compromise symbiosis. Overall, this study highlights the utility of sacB-mediated counter-selection for precise genome editing in Bradyrhizobium and underscores the potential of enhanced ACC deaminase activity to improve plant growth under stress conditions. These findings pave the way for developing next-generation bioinoculants with superior ethylene mitigation capabilities, contributing to more productive and sustainable crop systems.",40922700
"""symbiosis"" AND ""gene""",Transcriptomics analysis for elucidating the mechanism underlying the enhancement of Arabidopsis Thaliana growth by the endophytic fungus Clonostachys rosea.,"Endophytic fungi are nonpathogenic fungi that live symbiotically in the interior of healthy plant tissues and form mutualistic associations with their hosts. These fungi are critically involved in promoting plant development, strengthening plant uptake of nutrients, and improving plant resistance to biotic and abiotic stress conditions. Endophytic fungi improve plant growth by synthesizing phytohormones (e.g., auxins and gibberellins), solubilizing phosphorus, and enabling nitrogen fixation, thereby enhancing nutrient availability and root development. Previously, we isolated an endophytic fungal strain named AE16 from Actinidia eriantha Benth., a traditional Chinese medicinal plant; this strain was found to substantially stimulate Arabidopsis thaliana growth. Here, to investigate the underlying molecular mechanisms, we conducted transcriptome sequencing analysis and used bioinformatics tools to determine the transcriptome profiles of AE16-inoculated A. thaliana root tissues. We obtained 683 genes with differential expressions, including 391 and 292 upregulated and downregulated genes, respectively. We screened and validated 25 selected genes with a role in plant growth promotion (3 photosynthesis-related genes, 14 starch- and glucose metabolism-related genes, 6 plant hormone synthesis-related genes, and 2 cell transport-related genes). These genes, along with the ERF family of transcription factors, might have a crucial role in promoting A. thaliana growth. The strain AE16 was identified as Clonostachys rosea according to its morphological characteristics and ITS sequencing results. These results further clarify the mechanisms of the mutualistic association between A. thaliana and C. rosea and provide theoretical support to obtain sustained agricultural yield of other plants.",40920224
"""symbiosis"" AND ""gene""",GacA regulates symbiosis and mediates lifestyle transitions in <i>Pseudomonas</i>.,"Through horizontal gene transfer, closely related bacterial strains assimilate distinct sets of genes, resulting in significantly varied lifestyles. However, it remains unclear how strains properly regulate horizontally transferred virulence genes. We hypothesized that strains may use components of the core genome to regulate diverse horizontally acquired genes. To investigate how closely related bacteria assimilate and activate horizontally acquired DNA, we used a model consisting of strains in the <i>brassicacearum</i>/<i>corrugata</i>/<i>mediterranea</i> (BCM) subclade <i>of Pseudomonas fluorescens</i>, including <i>Pseudomonas</i> species N2E2 and N2C3, which exhibit contrasting lifestyles on the model plant <i>Arabidopsis. Pseudomonas</i> sp. N2E2 is a plant commensal and contains genes encoding biosynthetic enzymes for the antifungal compound 2,4-diacetylphloroglucinol (DAPG). In contrast, <i>Pseudomonas</i> sp. N2C3 lacks DAPG biosynthesis and has gained a pathogenic island encoding syringomycin (SYR)- and syringopeptin (SYP)-like toxins from the plant pathogen <i>Pseudomonas syringae</i>. This causes a transition in lifestyle from plant-protective N2E2 to plant-pathogenic N2C3. We found that N2E2 and N2C3 share a highly conserved two-component system GacA/S, a known regulator of DAPG and SYR/SYP. Using knockout mutations, we found that a <i>gacA</i> mutation resulted in loss of expression of SYR/SYP virulence genes and returned pathogenic N2C3 to a plant commensal lifestyle. Our study further explored the conservation of regulatory control across strains by demonstrating that GacA genes from both distant and closely related <i>Pseudomonas</i> strains could functionally complement one another across the genus.IMPORTANCEEmerging pathogens represent a significant threat to humans, agriculture, and natural ecosystems. Bacterial horizontal gene transfer (HGT) aids in the acquisition of novel genes that facilitate adaptation to new environments. Our work shows a novel role for GacA in orchestrating the regulatory changes necessary for virulence and lifestyle transitions facilitated by HGT. These findings suggest that the GacA/S system plays a key role in mediating transitions across diverse <i>Pseudomonas</i> symbiotic lifestyles. This work provides insights into the mechanisms that drive the emergence of pathogenic strains and highlights potential targets for managing bacterial threats to plant health.",40919919
"""symbiosis"" AND ""gene""","Haplotype-resolved genomes of <i>Phlebopus portentosus</i> reveal nuclear differentiation, TE-mediated variation, and saprotrophic potential.","<i>Phlebopus portentosus</i> is a widely consumed edible mushroom and the only <i>Boletales</i> species currently cultivated on an industrial scale. Despite its economic importance, its trophic strategy and genomic adaptations remain elusive. Here, we presented high-quality, chromosome-level genome assemblies for two sexually compatible monokaryons (PP78 and PP85) of <i>P. portentosus</i>. Comparative genomic analysis revealed a genome size difference of 1.17 Mb (30.87 vs. 32.04 Mb), primarily attributed to transposable element (TE) expansion in strain PP85. Genome structural variations were largely driven by TEs, particularly LTR retrotransposons. DNA transposons were also involved in structural rearrangement of secondary metabolite biosynthetic gene clusters, impacting their organization and transcriptional profiles. Functional annotation identified 187 PP78-specific and 236 PP85-specific genes, with the latter enriched in TE-related and putative virulence factors. <i>P. portentosus</i> displays genomic signatures of both ECM symbiosis (reduced lignocellulose-degrading enzymes) and saprotroph (expanded glycoside hydrolase 31 and sugar transporters), supporting a facultative ECM lifestyle. The expansion of non-ribosomal peptide synthetase and polyketide synthase pathways, alongside contraction of terpenoid clusters typical of ECM fungi, further indicated its adaptation to saprotroph. These findings highlight the role of TEs in driving genome plasticity, metabolic diversity, and nuclear divergence in <i>P. portentosus</i>, providing valuable genomic resources for this species.",40917997
"""symbiosis"" AND ""gene""",Heat Stress Drives Rapid Viral and Antiviral Innate Immunity Activation in Hexacorallia.,"The class Hexacorallia, encompassing stony corals and sea anemones, plays a critical role in marine ecosystems. Coral bleaching, the disruption of the symbiosis between stony corals and zooxanthellate algae, is driven by seawater warming and further exacerbated by pathogenic microbes. However, how pathogens, especially viruses, contribute to accelerated bleaching remains poorly understood. Here the model sea anemone Nematostella vectensis is used to explore these dynamics by creating a transgenic line with a reporter gene regulated by sequences from two RIG-I-like receptor genes involved in antiviral responses. Under heat stress, the reporter genes showed significant upregulation. Further, transcriptomes from N. vectensis, Exaiptasia diaphana and the stony coral Stylophora pistillata were analysed to reveal stress-induced activation of a set of bona fide immune-related genes conserved between the three species. Population-specific differences in stress-induced transcriptional responses of immune-related genes were evident in both Nematostella and Stylophora, depending on geographic origin. In Exaiptasia, the presence of zooxanthellae also influenced stress-induced immune gene expression. To test whether the viruses themselves contribute to this immune response under stress, we subjected N. vectensis to heat stress and measured the transcription dynamics of resident viruses as well as selected antiviral genes. While the antiviral genes responded within hours of heat stress, viral gene expression was already upregulated within 30min, suggesting that their increase might be contributing to the elevated immune response under stress, and consequentially, the further demise of organismal homeostasis. These findings highlight the interplay between environmental stress, viruses, immune responses and symbiotic states in Hexacorallia.",40916562
